Num,Platillo,Color,
1,Agua,morado
2,Harina de maiz,amarillo
3,Extracto de vainilla,morado
4,Agua,morado
5,Azúcar,morado
6,Piloncillo,morado
7,Brandy,morado
8,Saborizante,morado
9,Polvo para hornear,morado
10,Piloncillo,morado
11,Azúcar,morado
12,Piloncillo,morado
13,Azúcar,morado
14,Agua,morado
15,Piloncillo,morado
16,Piloncillo,morado
17,Agua,morado
18,Extracto de vainilla,morado
19,Jerez,morado
20,Coco,naranja
21,Nuez,rojo
22,Bicarbonato de sodio,morado
23,Azúcar,morado
24,Azúcar,morado
25,Extracto de vainilla,morado
26,Azúcar,morado
27,Azúcar,morado
28,Azúcar,morado
29,Azúcar,morado
30,Fécula de maíz,morado
31,Piloncillo,morado
32,Azúcar,morado
33,Azúcar,morado
34,Piloncillo,morado
35,Oblea,morado
36,Aceite,morado
37,Agua,morado
38,Azúcar,morado
39,Piloncillo,morado
40,Miel de maíz,morado
41,Polvo para hornear,morado
42,Obleas,morado
43,Azúcar,morado
44,Mermelada de fresa,morado
45,Miel de abeja,morado
46,Azúcar,morado
47,Jerez,morado
48,Piloncillo,morado
49,Piloncillo,morado
50,Piloncillo,morado
51,Piloncillo,morado
52,Azúcar glass,morado
53,Agua,morado
54,Piloncillo,morado
55,Piloncillo,morado